ID                                     NAME                                    VERSION             CONTEXT                                             STATUS              PROVIDER
07c7b0b0-cc1c-44d5-8b9a-651e55a78ba7   Comissoes                               v1                  /api-comissoes                                      PUBLISHED           ODONTOPREV/svc_api
8d072620-678d-4b11-b0fd-3194308383e4   ConsultaProtocoloAPI                    1.0                 /consultaprotocolo                                  PUBLISHED           odontoprev_admin
11243eeb-6ee2-4e96-b6d1-aaeaebcec8b3   ConsultarCarenciaPlanoBeneficiario      1.0                 /dcms/carencia/associado                            PUBLISHED           odontoprev_admin
9936c920-cf78-4449-b47e-b420d4b596cd   ConsultarDadosBeneficiario              1.0                 /dcms/associado/dados                               PUBLISHED           ODONTOPREV/svc_api
a4cb554d-a019-4418-ad41-14203dc5b564   ConsultarDadosDentista                  1.1                 /dcms/dentista/dados                                PUBLISHED           ODONTOPREV/svc_api
a09d2334-179a-4500-ae02-43c3b6917a22   CorretorBoleto                          1.0                 /corretor/boleto                                    PUBLISHED           odontoprev_admin
d7eafe41-e4e8-4b48-8b8e-5c3ae0085b48   CorretorServicos                        1.0                 /corretorservicos                                   PUBLISHED           ODONTOPREV/svc_api
f98be3f0-aaa5-49f2-a7ca-36d4fdad5d6f   CorretorServicosProjeto                 1.0                 /corretorservicos-projeto                           PUBLISHED           ODONTOPREV/svc_api
cf83e556-b86e-4e0b-845f-de2875d3551e   credenciamento-digital-back             1                   /api-credenciamento-digital-back                    PUBLISHED           ODONTOPREV/svc_api
5eecb4da-86a4-4eec-bf54-58d3eec82fd9   DadosEmpresaRFB                         1.0                 /dadosempresarfb                                    PUBLISHED           odontoprev_admin
cfadd947-2b01-4ff9-97dc-f8b5fd3afd09   DadosGCertifica                         1.0.0               /dados-gcertifica                                   PUBLISHED           ODONTOPREV/svc_api
4a5a588e-26ca-4adf-957d-c8d5e6c6fcf6   DCMSRedeCredenciada                     2.0                 /rede-credenciada                                   PUBLISHED           ODONTOPREV/svc_api
f9d7bddb-0c6f-403d-ae71-b010d7f62d31   DCSSUsuario                             1.0                 /dcss/usuario                                       PUBLISHED           ODONTOPREV/svc_api
bc642e30-e0a7-46bb-8364-2d7aa8eebb0a   DCSSVendas                              1.0                 /dcss/vendas                                        PUBLISHED           odontoprev_admin
42733f3a-eabd-41da-9837-b96640cb9be0   DentistaApi                             1.0                 /dentista                                           PUBLISHED           odontoprev_admin
52342274-a17e-406f-8831-383eb11eabb8   Dentistas-Favoritos                     1.0                 /favoritos                                          PUBLISHED           odontoprev_admin
20ed8c60-1d09-4d6a-be74-b884b275fd4c   Denúncias-Dentistas                     1.0                 /denunciar                                          PUBLISHED           odontoprev_admin
f154936e-c7f9-4ea6-9b27-439715c565ac   DispatcherURA                           1.0                 /dcms                                               PUBLISHED           ODONTOPREV/svc_api
5eb1fafc-42f2-4d27-b84f-9008cdf97526   EasyRelatorios                          1.0                 /easyrelatorios                                     PUBLISHED           odontoprev_admin
9bee2de2-c2f7-4fe6-9497-59ba98044cfa   EBS-CRM                                 v1                  /api/ebs/integracao-crm                             PUBLISHED           ODONTOPREV/svc_api
4d17ca97-67a6-4fdd-a51d-d7ed7339721b   Elegibilidade-SOAP                      v1                  /api/dcms/elegibilidade                             PUBLISHED           ODONTOPREV/svc_api
fc872013-c127-434a-8e92-5b29dacb70d8   Empresa                                 1.0                 /dcms/empresa                                       PUBLISHED           odontoprev_admin
9fa19483-d621-4431-a588-de406c102676   Empresa                                 2.0                 /dcms/empresa                                       PUBLISHED           odontoprev_admin
a64b404d-122f-428e-9320-20d626d9cf3d   EmpresaRHLogin                          2.0                 /portalempresa-loginEmpresa                         PUBLISHED           ODONTOPREV/svc_api
1fc085e5-b404-4428-8fac-d6e1fd4747ba   EnviarEmailListaBeneficiariosInativos   1.0                 /dcms/email/lista/associados/inativos               PUBLISHED           ODONTOPREV/svc_api
e032b626-067d-4604-9cb0-81631a22ec87   EnviarSMS                               v1                  /enviarSMS                                          PUBLISHED           ODONTOPREV/svc_api
5da97844-99c8-4156-b498-417e9f50fb26   EnvioNotificacoes                       1.0                 /api-cli-notification                               PUBLISHED           ODONTOPREV/svc_api
d7609fa4-6fb6-4582-9624-d1fa1e99c7ec   Especialidade                           v1                  /api/dcms/especialidades                            PUBLISHED           ODONTOPREV/svc_api
62b1cc72-d89e-475c-a17d-41b1af55c2eb   Especialidades                          1.0                 /dcms/especialidades                                PUBLISHED           odontoprev_admin
4b8e8d95-483a-4254-986e-f1111fa293e3   EspecialidadesBeneficiario              1.0                 /dcms/especialidades/associado                      PUBLISHED           odontoprev_admin
cc1204b7-69c2-41b5-9c30-89481b4ae161   EspecialidadesDentista                  1.0                 /dcms/especialidades/dentista                       PUBLISHED           ODONTOPREV/svc_api
77bb27b0-db0e-4d19-9645-33ba7c0d0855   EverestConsultaFinanceiroContabil       v1                  /api/dcms/consultafinanceirocontabil                PUBLISHED           ODONTOPREV/svc_api
bf47c94c-1af5-401b-893a-5485d45d3f2f   EverestConsultaFinanceiroReceber        v1                  /api/dcms/consultafinanceiroreceber                 PUBLISHED           ODONTOPREV/svc_api
c5abf0ca-ab22-441b-83ef-c19728648643   EverestRetornoFinanceiroReceber         v1                  /api/dcms/retornofinanceiroreceber                  PUBLISHED           ODONTOPREV/svc_api
de58e0ff-62f0-4f5a-84bb-69f886217278   Exportar-Dentistas-Favoritos            1.0                 /exportar                                           PUBLISHED           odontoprev_admin
1a01e767-b3ab-4e62-b466-b7a47c9b59ab   FaturamentoRH                           1.0                 /financeiro-portal-rh                               PUBLISHED           ODONTOPREV/svc_api
91645277-c8ea-4475-9554-4cb3c6083dcf   favoritar-beneficiarios                 1.0                 /favoritar                                          PUBLISHED           odontoprev_admin
93d28130-6d5a-4ab0-bcb8-6f41e86e3139   favoritar-beneficiarios                 2.0                 /favoritar                                          PUBLISHED           odontoprev_admin
a3ac7e52-512a-416d-828b-63407ee2804b   FileUpload                              1.0                 /fileupload                                         PUBLISHED           odontoprev_admin
394e62e3-2efc-49cf-aab0-edc5766981da   FOLHACERTA                              1.0                 /api-folhacerta                                     PUBLISHED           ODONTOPREV/svc_api
2da56791-bb0d-4b78-9367-dbd03e9d166b   Geolocalizacao-CEPs-API                 1.0                 /geolocalizacao                                     PUBLISHED           odontoprev_admin
bf021845-8974-448b-b871-bc16e46470e4   Geolocalizacao-CEPs-API2                1.0                 /geolocalizacao2                                    CREATED             ODONTOPREV/svc_api
a92f28ae-fda0-4c00-a155-d8b1ea113dac   GerarGtoComplementar                    1.0                 /dcms/gerargtocomplementar                          PUBLISHED           ODONTOPREV/svc_api
86c8d0e6-aa15-41af-99b4-740a81216e33   GerarSenha                              1.0                 /dcms/senha/gerar                                   PUBLISHED           ODONTOPREV/svc_api
649cd8f5-af7c-4d9c-8470-7b2d5b521569   GerarSenhaExterno                       v1                  /dcms/senha/gerarExterno                            PUBLISHED           ODONTOPREV/svc_api
2d590583-81fc-49cd-8a1c-b856257b560c   GuiaReembolso                           v1                  /guiareembolso                                      PUBLISHED           ODONTOPREV/svc_api
5c66a1f6-e509-4f32-ac21-5e74286cc56d   HistSitEspecial                         v1                  /sbo-api-ins-hist-esp-crm                           PUBLISHED           ODONTOPREV/svc_api
ce4c8b8b-1d27-49b9-a25c-bbecd214d763   IncluirEventoFicha                      1.0                 /dcms/evento/incluireventoficha/1.0                 PUBLISHED           odontoprev_admin
02a4c0c5-ac74-49f5-9787-a218a0f213f3   Integracao-Captalys                     1.0                 /cli-api-integracao-captalys                        PUBLISHED           odontoprev_admin
ab73a5bc-f774-47c5-a5d6-299a0584cd11   IntegracaoD1                            1.0                 /integracaod1                                       PROTOTYPED          odontoprev_admin
7bd29c9a-4bbc-4501-ac2e-92766a4b7588   IntegracaoParceriasPF                   v1                  /api-integracao-parcerias-pf                        PUBLISHED           ODONTOPREV/svc_api
81c22522-d15d-49e9-a993-615f5f982cfe   IntegracoesEBS                          1.0                 /integracoesebs                                     PUBLISHED           ODONTOPREV/svc_api
c0550747-1162-4c3c-8ca9-a578ae8c8171   IntegradorAcessos                       v1                  /api/dcms/integrador                                PUBLISHED           ODONTOPREV/svc_api
a48924b3-2afc-4ea4-8905-4fb693a47ca1   IntegradorBradesco                      v1                  /api/bradesco/integrador                            PUBLISHED           ODONTOPREV/svc_api
3452b584-838b-48f3-bd85-f1491d8b3ca7   IntegradorDCMS-CRM                      1.0                 /sbo-dynamics-integration                           PUBLISHED           ODONTOPREV/svc_api
d419b2cd-ee96-4020-a0d6-ef34cc818b0b   Leads-Associados                        1.0                 /leads                                              PUBLISHED           odontoprev_admin
5d18d52b-f01f-4a70-b4df-f4332b89c91e   LiberacaodeSenha                        v1                  /api/dcms/liberacao-senha                           PUBLISHED           ODONTOPREV/svc_api
6ecb8648-3d71-4016-bc02-3a91b2d40998   ListaRestritiva                         1.0                 /api-lista-restritiva                               PUBLISHED           ODONTOPREV/svc_api
bea4023e-5d8a-4cd7-9960-22f10d476435   ListarEventosMonitorados                1.0                 /dcms/eventos/monitorados                           PUBLISHED           odontoprev_admin
24bff622-ffd8-4aca-93f0-7f92f54bcdf4   LotePontosCredenciados                  1.0                 /dcms/credenciados/pontos/1.0                       PUBLISHED           ODONTOPREV/svc_api
226063b8-116d-4061-8906-ec10f821387c   MIP                                     1.0                 /mip                                                PUBLISHED           odontoprev_admin
9753371d-3f1e-4dd0-9956-3657b29233af   mockBeneLogin                           1.0                 /mockbenelogin                                      PROTOTYPED          odontoprev_admin
879076b4-2935-49e9-9f12-c801080bd981   monique                                 1.0                 /monique                                            PUBLISHED           odontoprev_admin
203c8e7d-1804-468a-a5a6-b297aa55f3dc   Motor-Regras-Processamento              1.0                 /motor-regras-processamento/resources/execute/1.0   PUBLISHED           odontoprev_admin
a1284134-725f-41f3-9264-f9460c2501da   MotorRegrasMovimentacao                 1.0                 /motor-regras-movimentacao                          PUBLISHED           ODONTOPREV/svc_api
5ec033e7-056b-4bf8-9d13-0d8d6b92adab   MotorRegrasSimuladorComercialService    1.0                 /simuladorcomercial                                 PUBLISHED           ODONTOPREV/svc_api
0854a817-fa2d-4129-96c7-d235b06e7717   MotorSimuladorAuthService               1.0                 /autenticar                                         PUBLISHED           ODONTOPREV/svc_api
d5ca7fe7-892f-46e6-8ccc-9be68340cf28   MotorSimuladorConsultasService          1.0                 /consultar                                          PUBLISHED           ODONTOPREV/svc_api
65119052-afdb-4fdc-84f6-d8968d98039e   MotorSimuladorImplantacaoService        1.0                 /implantar                                          PUBLISHED           ODONTOPREV/svc_api
6578aa8f-22e3-4758-8cb2-f4a9bf464f06   MotorSimuladorParametrosService         1.0                 /parametrizar                                       PUBLISHED           ODONTOPREV/svc_api
fe3976ef-0ac8-40ff-845a-58a08e947e3d   MotorSimuladorSimulacaoService          1.0                 /simulacao                                          PUBLISHED           ODONTOPREV/svc_api
c4ba339d-3527-4ea3-8f4c-d20261daeee4   MotorSimuladorValidacoesService         1.0                 /validarservice                                     PUBLISHED           ODONTOPREV/svc_api
d1210b84-3f87-458a-a5da-e8f479af07c6   MovimentacaoCadastral                   1.0                 /movimentacaocadastral                              PUBLISHED           odontoprev_admin
1c45e0f9-4701-4b60-aa76-47160ac685af   NotificacaoAssociado                    1.0                 /notificacao/associado                              PUBLISHED           odontoprev_admin
d0befaa2-b3ad-4078-aba5-d12f84538651   NumeroDaSorte                           1.0                 /numerodasorte                                      PUBLISHED           odontoprev_admin
2d2ac7b2-f92b-40e2-8c99-1b4195a20a1e   ObterResultadoAuditoria                 1.0                 /dcms/resultadouditoria                             PUBLISHED           ODONTOPREV/svc_api
fbfd66e1-a8be-4eb0-9be2-f51dd2d6a6b4   ObterStatusFicha                        1.0                 /dcms/obterstatusficha                              PUBLISHED           ODONTOPREV/svc_api
87703ceb-a8ce-428d-9ad8-f0770f5a438d   Perguntas-Indicação-Qualificada         1.0                 /perguntas                                          PUBLISHED           odontoprev_admin
f5e1be90-076c-4f62-9681-33c3152b66b2   PizzaShackAPI                           1.0.0               /pizzashack                                         PUBLISHED           admin
b0f4d9d5-520d-44bb-aff5-43469d9fdac1   PizzaShackAPI2                          1.0.0               /pizza                                              CREATED             ODONTOPREV/svc_api
cb00a07c-3ddd-4fd7-aaf7-2ac8a0ffa74d   Plano                                   v1                  /plano                                              PUBLISHED           ODONTOPREV/feodpv01339
cf53eb03-e3d5-48c6-b5d0-a75c978216cd   Planos                                  1.0                 /dcms/planos                                        PUBLISHED           odontoprev_admin
c3e70159-8469-479a-9e1f-130332b68059   PLANOS-CRM                              1.0                 /int-planos-api                                     PUBLISHED           ODONTOPREV/svc_api
60974ba4-f41c-4f36-b6af-fa859c0b0a5e   PortalBeneficiarioAPI                   1.0                 /portalbeneficiario/api                             PUBLISHED           odontoprev_admin
8f434f2c-6511-4886-876f-92ee4a581010   PortalBeneficiarioCore                  1.0                 /beneficiario-core                                  PUBLISHED           odontoprev_admin
1f26edd2-79e6-45d4-b011-ba5b95be4bc7   portalempresa-bradesco-api              v1                  /portalempresa-bradesco-api                         PUBLISHED           ODONTOPREV/svc_api
89b4a1cc-a61d-437e-9052-a66a451e4689   portalempresa-cadastroOnline-pj         1.0                 /portalempresa-cadastroOnline-pj                    PUBLISHED           ODONTOPREV/svc_api
db70113e-7a74-47e2-98eb-8529e53a45bd   PortalEmpresa-teste                     1.0                 /portalempresa-teste                                PUBLISHED           ODONTOPREV/svc_api
fff3a5fc-8528-40c7-8456-b173df408717   ProntuarioVirtual                       1.0                 /prontuariovirtual                                  PUBLISHED           odontoprev_admin
23f0b0cc-cea7-422a-b059-67fbf3a8673b   QualificacaoApi                         1.0                 /qualificacao                                       PUBLISHED           odontoprev_admin
4d1a7547-d484-413e-a170-707ee6abf15e   RealizarJustificativaFicha              1.0                 /dcms/realizarjustificativaficha                    PUBLISHED           ODONTOPREV/svc_api
d7207683-ec48-42ec-aa34-842165ec8b23   RealizarRecursoGlosa                    1.0                 /dcms/realizarrecursoglosa                          PUBLISHED           ODONTOPREV/svc_api
e7f84a65-9fb2-4531-a207-f3e8560eae37   ReceberImagens                          v1                  /cli-api-receber-imagens                            PUBLISHED           ODONTOPREV/svc_api
806c1f71-8533-491c-9e4e-888757528665   RedeCredenciada                         1.0                 /dcms/redecredenciada                               PUBLISHED           odontoprev_admin
7f971bf5-9ddd-45b1-b12e-c0cb3fad0bf5   RedeCredenciadaMongo                    2.0                 /mongo/redecredenciada                              PUBLISHED           odontoprev_admin
d3f1716b-aa88-4f84-bb58-2cadaf890b21   RedeCredenciadaMongo                    3.0                 /mongo/redecredenciada                              PUBLISHED           odontoprev_admin
ba03fea9-9644-439c-977e-6a97eb9cf443   REEMBOLSO-API                           1.0                 /reembolso                                          PUBLISHED           ODONTOPREV/svc_api
c7250702-e0c0-4fe1-b47c-cf5f056066b7   refund-api                              1.0                 /refund                                             PUBLISHED           odontoprev_admin
92f13cf4-0842-4fd6-a061-b64612d29767   RelatorioDCMSWEBAssociados              1.0                 /relatorios                                         PUBLISHED           ODONTOPREV/svc_api
d3a5b851-0f7a-4a2d-847b-bdd53cb0d2b7   RelatorioPF                             1.0                 /api-relatorio-pf                                   PUBLISHED           ODONTOPREV/svc_api
1ae35ec8-cd25-41db-b640-7e5ad98457d4   RemessaAAAS                             v1.0                /integracao-aaas                                    PUBLISHED           ODONTOPREV/svc_api
e8a145ef-c829-4820-8e18-b6cdd36f766f   SBO-API-INTEGRACAO-EXTERNA-EBS          1.0.0               /ebs-integration-api                                PUBLISHED           odontoprev_admin
a2d22b4d-0f4c-4925-8a0c-262af6582d29   SendEmail                               1.0                 /sendemail                                          PUBLISHED           odontoprev_admin
feb53a73-a822-4c3f-886c-762acc51e10b   Serasa                                  2.0                 /serasa                                             PUBLISHED           odontoprev_admin
4e13c9de-c5f5-4164-9e46-9ac56ed7b0cf   SerasaConsulta                          1.0                 /serasa/consulta                                    PUBLISHED           odontoprev_admin
f8490719-9be4-465f-812e-0fde02ed64de   Simulador-Comercial                     1.0                 /api/simulador                                      PUBLISHED           odontoprev_admin
94b4e331-9599-426e-852c-21f79c654e81   sivve                                   v1                  /sivve-cnseg                                        PUBLISHED           ODONTOPREV/svc_api
c7a35b84-007a-453a-850a-d8c5826013fb   Teste-Traefik-nomad                     1.0                 /poc-traefik                                        PUBLISHED           XIPPCorretora
4ab1d4ea-71ca-4a64-9c09-19c74feacbca   TesteClaim                              v1                  /wso2-claim-test                                    PUBLISHED           ODONTOPREV/svc_api
73174c34-9944-437d-9a2a-76f615a2353d   TokenApp                                1.0                 /tokenapp                                           CREATED             odontoprev_admin
f53fd7ea-ee87-40ea-9584-1c0e13f6466f   UploadImagemFicha                       1.0                 /dcms/upload/imagem/ficha                           PUBLISHED           ODONTOPREV/svc_api
3583bc41-0445-4f28-8d27-a257feb7ba42   UraNavegacao                            1.0                 /dcms/ura/navegacao                                 PUBLISHED           ODONTOPREV/svc_api
41977b08-8717-4653-b575-561e8e6db310   ValidaInclusao                          1.0                 /movimentacaocadastral/1.0                          PUBLISHED           odontoprev_admin
a30dbece-019a-4eb9-9595-81a37a344466   ValidarFicha                            1.0                 /dcms/ficha/validar                                 PUBLISHED           ODONTOPREV/svc_api
